Temperature,Humidity,Rainfall,Wind Speed,Solar Radiation,Pressure,Population Density,Industrial Activity Index,Green Cover,Air Quality Index,Energy Consumption
20.5021353,20.98557643,179.9170433,16.4011558,4.567246902,1024.792754,4038.178804,0.335069965,67.46877798,195.1641526,1229.734368
24.12726729,20.48703111,148.3625819,0.517341635,4.59926241,982.3159203,7216.435786,0.488834356,64.32872046,94.04175688,2165.240628
30.74269295,36.80886343,194.4365936,2.054918211,4.126833503,1029.893955,639.584692,0.781992564,52.38119475,108.9864249,209.4185718
27.95835056,27.0565038,119.8143021,13.22747473,2.053435199,1010.764078,4766.962357,0.577157908,40.53914401,63.38837441,1437.109299
23.73687421,38.21479576,48.34274642,5.824971505,6.895832647,981.709149,2695.598735,0.805261875,41.22261597,124.9221584,830.6062828
33.35558684,32.39303062,65.53100598,19.02772437,2.669355929,985.629296,937.7220138,0.419155242,16.08759221,217.3795395,306.7902514
19.18481582,21.99640174,63.96718466,8.721212242,7.972883588,1023.150737,4702.382864,0.287423353,14.53501687,95.73959248,1424.28124
23.76433946,83.65129025,65.29886553,8.587296408,6.637750951,1005.005932,1796.550042,0.234836909,69.04069633,74.80058922,551.1003873
25.9908553,20.5756192,134.5928346,13.5615902,5.480060106,1016.835104,2656.420391,0.131680951,38.60564613,130.2538465,806.6098422
28.68209953,71.5257501,106.1615856,15.35137125,2.927638506,965.8318321,5119.386422,0.036796522,13.78112325,203.1305584,1538.692936
38.55527884,30.65035208,77.08483562,9.511174763,5.092357828,1028.697667,9739.718901,0.053149016,56.41379919,168.1950114,2936.330208
20.99021346,83.85607354,29.81795375,4.280018034,3.566652445,982.0391319,6874.124567,0.270998827,57.83116803,133.0475654,2078.229711
30.42703315,82.49571577,4.427832588,15.46617285,3.513935147,1011.986127,2868.255802,0.278412594,25.92082507,270.7379395,895.9390609
32.77243707,65.77308025,43.76693552,6.407025497,6.977175496,961.4679825,3885.81992,0.381784529,38.75037129,167.1394244,1189.236861
16.39351238,67.05639049,21.49428079,3.502215386,4.283866544,982.1420241,4120.718208,0.591617371,50.1396848,163.7616676,1252.4191
33.22634556,20.37373994,157.0890062,12.6328038,4.70434282,1014.886729,1621.012471,0.759299535,51.73972358,57.91418944,502.7796214
20.11572371,88.94100963,22.49959156,1.80907334,7.057788427,977.4206132,1690.47647,0.197705008,45.77808448,209.8357079,523.8750328
16.95154779,81.44828225,144.8456475,19.4270535,2.526743754,1038.03122,1569.107763,0.759248177,35.49375228,164.8362211,458.2349267
43.46656612,82.6574358,77.13173796,12.64794529,5.567707119,1016.12284,5264.474964,0.138989528,14.81740425,86.2692847,1594.970436
43.96896099,66.14711759,14.67567795,19.71791042,5.469294088,1037.027839,6774.442259,0.988693621,11.55985307,110.9347955,2062.447699
39.25192044,44.13508501,162.5460099,6.77786847,4.551287416,989.5390702,5948.134778,0.285033783,42.16743167,100.5909329,1812.192644
24.13841308,82.55540544,115.926114,19.42410322,6.978647849,953.3985143,9779.895136,0.837335015,24.20598669,80.52455523,2941.999994
17.93016342,40.40618497,47.15230257,2.911244955,7.657340368,1007.613996,1346.158265,0.190465828,75.69421917,158.8853417,401.2603239
35.5269908,59.38980803,178.9362349,0.813895447,4.792015171,983.9193503,9866.096622,0.95064278,54.82919124,140.8217637,2977.840921
28.20457481,26.98116806,9.051662774,0.659681209,4.736882306,994.8188376,4720.071945,0.826626785,50.98556824,140.0307613,1426.726729
18.66114705,84.53689411,40.36392164,9.297407412,5.012382378,1018.111021,2264.464599,0.359389261,38.45862967,112.882042,699.0785764
29.8553073,29.85393204,150.4093856,1.66008395,6.338744185,1020.066467,9438.480177,0.421471726,33.06676815,159.1066334,2854.772505
16.03165563,35.7427764,141.8755861,10.24335768,6.008361744,952.7556415,4739.27177,0.003837994,22.58655761,186.880751,1446.489189
42.27961206,59.06939107,57.85433874,6.55001007,3.337009695,1026.930267,3538.734857,0.251432244,14.21001594,202.8754429,1094.532224
22.76339945,73.48651001,12.40497507,6.712579849,2.383372092,999.3518915,2216.720028,0.289296456,54.41483495,104.9564177,674.1333405
34.87566853,63.35459142,171.6156144,12.71217993,7.695524779,1005.669877,2751.966966,0.452738699,64.54403158,231.9608489,848.0534659
24.35133228,36.2493739,62.73952761,3.261960123,3.566418558,979.7994185,9794.273151,0.139049814,70.04338665,56.75726781,2971.515018
30.60204064,20.06601298,39.14268299,15.33106741,5.831580108,992.0833786,3109.337055,0.478766888,60.7015482,237.6100583,945.2648498
31.40130838,73.00054062,103.2123645,11.6406184,6.970628016,1021.037513,9780.278645,0.668468485,72.78656173,120.7419002,2952.927653
20.54563367,88.96451281,182.0454399,18.29889258,3.801660503,1027.67138,3369.128367,0.371282298,78.7964558,142.5002156,1021.727869
44.08753883,76.69391842,8.709315569,7.296813075,5.812600482,988.7106181,2391.042809,0.232195276,77.31675775,195.1778326,740.685166
38.2539847,52.21446327,153.1608176,19.65429984,2.647401447,1019.111753,1915.305411,0.547716487,51.45611984,202.6128484,585.5070734
43.18496825,83.2637083,114.4946456,11.51655293,7.819588666,975.8043502,4177.359602,0.029003903,25.69400023,155.2886644,1289.448653
41.84482051,48.68933712,85.08982331,19.46803912,2.34894965,1033.202267,2444.38384,0.340837451,17.44488027,284.4747368,745.5355289
32.93699936,56.7453859,148.8160888,0.541213081,4.629048043,1010.981424,6999.685842,0.527590243,79.57474987,264.5813559,2135.880649
42.65622705,53.39908372,193.1648849,14.55952645,5.220915452,1027.518652,2473.74018,0.335842816,31.5873162,106.2591397,780.88146
17.65477506,51.33367109,45.84124223,16.33243049,6.742890672,997.7154852,8370.428765,0.345431426,12.37797415,197.2275485,2523.813541
20.87948587,74.26335385,28.72947301,1.063465734,2.726771102,972.9109285,8356.711459,0.848296663,37.37322675,230.2462519,2518.054923
16.35681867,56.87382351,182.576349,11.57939328,4.644847843,992.9231113,2926.711103,0.933991787,62.36698147,104.2358956,879.3509417
24.75990992,42.17019854,133.7906155,16.03884587,3.798269417,988.1485394,7560.047292,0.827392647,72.35599905,54.61260621,2281.863281
26.66031869,38.07107174,87.59720431,11.2207745,3.872064294,983.2716543,8589.704172,0.09886745,43.42946926,293.9011351,2601.816874
23.14047095,22.64231219,114.6519141,1.276271808,6.672727496,971.2173748,5942.315155,0.289742444,30.58202406,289.5871038,1788.757007
39.86212527,60.82366133,149.122781,13.86894482,2.03276567,1025.916714,3726.690868,0.711294367,64.4882941,130.086923,1153.023695
25.7025998,36.09729908,154.6063797,1.211938293,6.494501848,958.6351661,4465.575148,0.974392795,45.26378467,109.7787069,1364.073322
23.42803529,30.36937454,183.9788362,16.3493779,6.862390581,1038.756093,7883.665764,0.242281548,16.02207138,88.65367196,2377.125159
31.28088249,65.76809747,85.36855778,0.860683666,7.408173463,967.5024723,3003.842894,0.898210479,72.14247945,221.7864376,926.235928
19.22772675,67.68464805,58.682182,2.74794762,5.761290819,1047.987365,3411.17711,0.739014987,55.90649326,238.8229179,1024.993325
39.06590942,72.65084246,127.9328534,5.50215181,4.00073197,1048.846805,1691.764929,0.983450366,12.5768483,155.1005776,526.8324305
17.23651931,55.25038274,83.14557986,12.66729585,4.563408395,989.8387041,4050.61879,0.093585482,10.63397173,110.7023533,1246.886213
44.6066081,82.58382236,118.9196908,19.52718199,7.818416494,1048.782107,956.4998093,0.394745748,16.14051015,162.1809457,322.7576608
38.16734308,85.54399274,83.99715969,2.356457052,7.287120959,1036.906852,3278.240966,0.478115002,67.53687742,179.089838,1008.996363
20.96147045,76.51596579,30.59915734,2.854153384,4.781155455,958.2430277,3797.445871,0.672082625,43.6915384,185.8509681,1151.360252
15.16566351,64.49154374,93.88535033,7.377407934,7.658378043,1044.732856,2629.243411,0.653972036,33.47108367,160.8418635,797.1453824
39.46384285,41.26046675,138.1835644,16.72438276,6.937729252,954.2514386,1103.445379,0.906345345,27.45053887,50.9334371,351.8655172
36.20572032,88.80614451,159.8567615,9.344619055,7.40653917,968.1914294,5264.505701,0.838673123,45.48005888,167.944446,1591.198596
36.87021504,39.1895317,98.66525536,6.432212005,6.097863407,1008.459554,8664.303581,0.055372669,15.81281574,136.8179723,2625.466442
38.1381104,34.18598454,33.04757804,11.22407664,7.145924261,958.0737178,3422.882983,0.486540123,53.2026322,189.1404994,1057.807133
17.22133955,50.95078797,82.93754193,5.210463949,7.350596848,966.1727757,2444.335557,0.40706123,36.63691718,67.34464629,740.8600945
25.75397186,23.97883995,157.2587858,8.023198145,2.552099507,1045.349179,2921.878355,0.997144587,70.0908023,269.7973152,894.6249099
18.47607179,88.49461253,82.57185412,6.652102985,7.79130186,1049.468788,8632.683095,0.427258194,62.80987979,268.8602538,2593.324723
40.89310278,61.19034895,139.3061587,16.08282045,4.001678593,1029.813654,5325.295137,0.68261914,11.28563229,191.0288582,1618.168043
33.6989438,58.98664642,101.4427363,18.48511453,4.639397058,1001.520939,1394.824478,0.284429433,21.65486444,234.2799178,427.7624836
24.92694075,65.90573959,48.24462502,15.19144384,6.751422555,1040.030094,7121.294326,0.614628956,43.18241598,159.4759352,2147.932429
16.90675051,54.79165534,159.2301016,8.781671521,5.989377833,961.1898771,1628.252439,0.206633089,56.10761856,197.5749611,499.3209783
24.32946965,22.2444462,16.84269081,10.08669955,7.358359475,1044.289187,696.4195891,0.603606656,60.05881647,204.4185452,228.6066566
24.75549966,62.86179022,104.9780566,2.501473879,4.403442505,985.1552927,2631.280277,0.868190239,67.13702841,138.472146,796.5162846
36.88818535,70.13217139,41.77820685,14.93729422,4.239728982,1036.148939,1764.092777,0.019237791,13.44530303,290.2180433,553.2815361
34.12672414,49.17243424,13.41312571,11.92951359,2.190133097,1016.837341,6089.474996,0.50458641,11.293824,200.6509241,1834.780484
41.61638228,73.01069004,100.5867874,18.04879992,4.77635226,1046.02743,4897.207433,0.982370624,52.03540133,297.6328791,1494.096932
29.16644775,35.89009095,99.91243119,4.012222872,6.344424622,1036.467795,7268.23905,0.159262522,60.6678863,158.092692,2218.433945
18.58782738,35.48936137,141.3801803,15.19452244,3.807072306,1038.789781,5164.553398,0.183412328,65.06872857,58.0801919,1555.707468
36.39734362,31.29918914,148.9501386,13.69343323,4.776359082,1013.175436,4248.158759,0.470823721,20.90009092,125.6092458,1280.264064
37.82355146,46.03963319,145.5582977,5.316910676,3.316386611,1033.315853,5309.565035,0.87099318,77.8115212,212.6969331,1621.411225
31.83831593,79.29084248,81.91174658,13.34757279,6.636726835,1025.713115,4401.41252,0.562759609,26.06003617,277.5858745,1340.530579
38.1290154,77.95384435,126.3379574,18.48746761,2.363069368,966.1623131,467.1602497,0.508708645,27.5231266,203.791061,164.2689384
29.81386789,46.79769456,115.3890485,18.36871975,6.23229833,1014.859689,6838.921219,0.086757059,20.80023276,167.9409163,2080.548521
30.68198488,61.23831152,84.31235122,14.39253149,4.27364007,964.8175547,9625.09023,0.961986015,13.02732101,70.18575975,2896.615438
27.82623055,70.45714215,119.4425388,0.961462251,2.249576416,1036.945612,4278.132215,0.347115931,66.68068874,86.18909789,1290.990665
15.7625738,36.88447422,189.4495753,17.44528675,7.120817524,956.5949799,4294.956539,0.251807152,10.39504758,63.36734491,1303.238167
18.23674281,31.76987601,38.57874874,13.15557214,4.926331179,1048.704667,553.1118985,0.411743945,42.46459034,227.7955989,186.4333338
15.94287557,88.04671952,181.1544192,6.208685064,5.595913818,990.0626666,8914.752938,0.414182162,16.43770287,257.7728498,2685.889252
34.09231234,63.22901192,10.6911028,3.745007234,6.392184149,967.0629354,9298.301736,0.458533109,13.1356743,91.10973785,2807.100797
24.43067943,88.69910053,61.67784258,2.32407726,5.930446598,1043.567498,8150.077268,0.688538202,75.425985,131.3080863,2461.652539
30.25712073,43.6429191,57.62904972,1.004737985,6.385141225,954.5425986,1152.820168,0.867946569,67.777988,169.7769142,369.5871173
42.22699422,69.212219,125.2730216,15.08206496,6.573690107,997.0105635,9012.214443,0.05731288,37.64133815,85.69663476,2711.61263
22.47876687,35.58225456,26.24499036,4.716859979,5.534909183,1027.022713,337.1610676,0.490768565,42.10156104,154.0478251,103.5934521
27.31148769,38.28401199,176.4695224,0.485058721,4.193826985,981.6750475,4501.2858,0.413978125,70.76787913,291.708027,1363.992344
37.66653416,55.83314849,165.7102817,7.945413037,3.458852898,1002.883467,5056.174176,0.010880113,65.7785844,229.7870445,1543.278134
21.86394496,42.37326879,130.4131639,9.652141612,7.41741942,1020.041302,8356.6208,0.816489451,58.41305029,91.73294766,2541.117017
17.30939729,31.73350947,91.68276636,3.384604618,7.819549068,1045.197642,7533.506213,0.104313201,47.5595766,74.7036419,2269.136785
23.69254359,38.40164914,186.5912084,0.880966723,4.145976531,960.2702639,7991.259275,0.11474801,52.54757061,161.2877216,2412.505751
19.83663862,22.50238761,166.1493109,3.782509662,2.673864374,965.7226704,8692.219401,0.048298418,37.53508473,296.9877819,2611.468632
42.89092957,69.3096535,99.86302962,13.58205524,3.335223963,1000.88709,4813.102113,0.200421634,46.96679171,248.3206431,1472.614457
39.24361139,54.448166,140.3746709,1.644873545,6.024004076,991.8474961,7824.4983,0.176816282,47.77884569,123.280853,2357.196635
34.0021127,26.59701465,113.3859904,11.10074061,3.03760022,991.0796161,773.5276346,0.347865836,70.538773,56.57017712,249.5527552
41.14381771,32.01857952,117.5884477,2.928239758,6.680733638,979.6961503,4501.009585,0.659270394,25.30578411,152.8222302,1362.710275
39.11016231,27.17741767,66.19521389,3.913783472,7.538181439,1006.06848,398.3134812,0.054294228,27.26351426,90.13432718,119.4331477
20.59710177,62.88149658,92.41692092,7.861557665,7.78190909,1038.328834,9161.619147,0.86027576,24.76562984,95.07021531,2787.278568
41.77676995,26.59472545,15.62428616,2.016506721,2.055953036,966.0924341,9588.296441,0.326578615,50.54174419,90.57453996,2905.807588
31.18026726,72.79976331,71.46973833,3.464070056,7.74892499,971.5286329,930.9966969,0.606607331,58.66104007,229.9019149,304.5274342
39.22320465,21.43576435,139.1657031,6.979048229,6.441166515,1017.08235,5373.00378,0.012005112,26.69517716,58.96035305,1641.89022
41.882739,37.45630516,190.6432061,6.59338011,2.504301394,955.6197654,3318.882103,0.365807915,57.38730719,191.1832168,1031.357508
24.54010425,82.34666731,192.6128226,14.98542971,4.491442813,1017.37642,3491.089418,0.002050912,53.96637877,238.1302209,1062.119051
18.30155774,70.29719227,111.1445738,1.495646103,6.200272847,981.4456151,4561.930608,0.165458274,32.47547194,89.1022819,1387.651881
21.83805488,25.1077833,121.3244504,17.20901471,7.740112956,985.7853931,1338.153056,0.44785043,26.08731902,273.2327529,408.9078483
27.81323366,77.47882731,37.1442371,16.32464341,2.984848362,990.5549374,1889.624968,0.535087422,71.72641673,69.53360748,579.6688687
39.54044298,54.51245851,139.0616216,15.31983279,2.766399692,984.9587561,5815.949735,0.1529286,49.87682087,220.6765017,1749.758033
40.8219175,79.2748119,14.13175853,6.187447249,4.83408232,1034.120962,285.6835034,0.745216278,59.27294484,92.99111524,109.102138
15.20856392,62.05178421,56.93713716,16.45763571,7.808593362,1044.606846,6038.030118,0.189003666,74.77371741,251.5079474,1815.275082
30.32241908,67.72831224,133.6726695,3.656041606,7.828275292,1004.801148,3257.280159,0.115845092,24.37782851,192.8494507,992.5797535
27.52233009,89.54510923,62.06202631,2.488184117,3.367488446,1008.18785,8338.843507,0.333424513,34.53879889,197.3014605,2524.378982
21.66323431,36.26348821,9.969374823,0.89912667,3.916082888,957.0483108,6040.064427,0.551428664,40.41150387,136.5056294,1826.654794
18.59596102,63.67619023,166.3740819,18.78620726,7.448191914,1021.319193,7110.102887,0.988901816,26.30261575,120.8156832,2154.119029
25.12845514,52.2224973,62.06600143,6.160217954,6.409048945,1008.409887,1232.809294,0.41871573,68.82943778,165.8302674,377.7810429
43.28729112,22.7616367,12.62104497,18.3523576,7.833898572,955.0394524,2732.03741,0.425996417,15.83821764,239.4284431,846.640248
24.69608796,21.01294491,14.9576329,5.45227123,7.358890178,969.8425667,9967.029129,0.05933347,26.74116023,92.05495189,2997.533453
30.56371865,28.34600045,50.35175976,18.15131919,3.290576302,970.194342,4393.157244,0.765819673,23.37238955,254.0673673,1332.126692
36.09056877,65.43642184,35.60318944,18.07858106,6.558361156,967.0967952,3652.765533,0.181783002,76.73742101,169.9594747,1112.121543
25.90888807,59.70141615,154.8600236,18.4735209,2.291391389,1015.864595,8751.168054,0.744803565,53.91479135,163.0534917,2628.625229
44.15346248,58.74006928,64.33680933,9.923068786,6.906996672,1042.843962,427.4386277,0.910616878,60.1350647,54.14957875,147.561474
43.87341885,22.22997338,160.939157,17.31892574,5.609340575,1026.297533,5394.256281,0.768220762,17.58947704,81.04881387,1647.110221
22.55346887,52.85120975,34.76919956,19.01531792,7.736605776,997.7373485,2181.546416,0.64245342,23.58073899,157.9931671,658.1290221
29.91745518,84.72359725,98.57583591,6.492338838,7.760194733,990.4051298,3744.712635,0.603916295,66.692193,295.3246112,1133.285136
24.02634929,47.83143085,137.6074267,8.377488114,2.304890654,988.6458105,2077.793012,0.453632892,49.7411601,112.5374254,648.2488488
23.54521483,63.74457289,130.3981708,14.38480375,2.963128913,1010.124696,474.4453195,0.144542695,13.15850673,52.56386452,168.8775978
16.10660842,74.58730729,120.225882,6.007196434,4.905242284,985.9220659,4223.470126,0.778838609,49.59688363,158.9612529,1284.395975
33.28693002,74.87476954,184.9643204,15.07618618,7.27696115,972.6121971,7913.10991,0.47732227,43.27698058,53.98849702,2409.111968
30.0803707,56.34960577,45.70502954,1.477842904,6.886670854,1010.284291,9524.348883,0.625645823,20.75855891,134.0553796,2887.368735
16.54436254,80.05663618,98.74384089,10.46996769,7.786220158,989.0705413,6276.144449,0.374015229,51.50585826,138.5139226,1891.788168
23.35939393,47.39646654,176.79851,2.446269682,5.708504703,951.4124829,3949.487214,0.20072272,22.1672342,50.58827897,1217.559102
42.24797658,82.20852503,15.57875312,5.866469529,3.539381117,952.2231114,7721.567208,0.806508464,66.80150743,244.8919893,2353.897276
22.18685672,36.81590165,11.17765365,5.17250785,2.150639837,977.4136611,5101.717436,0.342399806,53.29425303,278.2128916,1541.314251
19.34684616,39.61514849,46.66045751,16.77864147,3.337558944,1001.24222,3739.440771,0.866680029,70.9918204,299.6901135,1134.685442
29.68358281,23.71844369,126.6042439,3.870345108,6.051639188,985.4239508,1872.987956,0.965724903,39.72663841,177.195399,571.3301346
44.56951362,75.69072856,51.97592529,16.1689584,7.55764894,952.4055152,7981.686845,0.829988527,45.83446226,126.6547786,2417.345057
22.26165815,49.19386654,38.04797676,15.87920692,3.925422004,972.3151764,5054.215326,0.128138045,63.24091209,229.3686841,1512.636623
35.16406642,36.03816297,91.76046307,9.977661111,7.254225982,959.6419309,9641.657039,0.855010927,48.23933335,234.1157123,2905.665039
37.84858846,36.22531943,122.7196138,4.676865112,4.36938949,1044.8632,8038.905043,0.519357825,50.03889307,144.7970813,2439.408426
22.12912632,83.09799589,49.7115414,4.537926799,3.849627496,981.2834076,4258.15958,0.241411601,48.73372912,191.3963216,1279.039499
36.84649046,78.37416203,60.13823734,9.298492942,5.053065457,951.4766372,7434.415405,0.093156034,44.39208491,255.4426355,2246.626509
26.03349398,58.74716198,122.711861,0.176180148,4.653640954,1016.056325,4588.575779,0.278509839,66.39878938,97.29361526,1396.1056
33.96917492,63.12775603,189.1476844,10.62701509,7.482799211,973.2447941,890.6707113,0.137427082,43.96481492,55.11822648,282.7866794
34.00589132,53.20278994,134.9483455,19.05559052,4.809541684,1006.673626,5215.14241,0.025644582,73.05561821,184.9241275,1594.022524
31.07324052,47.416658,156.5808287,3.094137637,3.664012323,965.0745455,8670.713333,0.987764349,66.60316522,216.0980578,2629.453176
17.7086931,84.08338169,73.36201895,11.46691243,7.055393465,1048.401324,8568.869053,0.831542248,58.47080395,193.7432498,2574.746745
40.05907487,28.79288925,54.45087188,19.23557377,7.99249707,1047.025919,5792.172445,0.738949263,72.90609546,199.0610743,1754.910349
24.62340195,49.29127528,90.85354864,17.21044279,5.889028515,1015.598335,3862.233011,0.193013771,47.59653176,148.2732164,1172.608742
20.59555531,44.11933356,161.4265657,17.00760233,3.502768214,1020.720262,199.9959629,0.027736439,67.52886536,212.8736819,64.34667359
16.22325425,54.87055042,91.25992836,16.43699861,3.432890462,992.5878891,3182.956812,0.485203883,26.9276128,60.70279095,980.0222001
32.7267883,52.03423122,169.3450818,6.180472121,2.346240177,1046.217935,9899.104915,0.74169443,15.10829472,87.79616056,2982.440182
35.32693086,56.32226722,197.7543961,17.81233663,2.463758231,992.373962,7292.26123,0.962837363,57.95004438,161.2020888,2214.943172
15.49763487,29.79432841,14.40533315,18.82680702,7.489898571,973.9467997,7204.126782,0.843883689,31.11272101,285.7470236,2155.512153
30.36279175,55.91990511,9.082031217,9.915848466,2.578922642,961.537861,7634.725564,0.893502356,54.42232661,211.1229881,2298.386005
21.79487326,36.96931697,29.91794058,7.091420945,4.90606309,970.81253,6239.122495,0.238662748,15.41760418,138.8196269,1872.761817
34.35518371,32.90319443,76.87393515,8.284580312,6.188730678,1007.22135,5900.000706,0.155326018,76.89534246,164.4898053,1775.973463
20.23099287,24.53839532,26.20844183,6.684128837,7.102128697,974.5091718,4590.830628,0.24778177,46.05802744,261.4086062,1383.621533
35.72813214,73.38567911,174.1328955,4.24836884,3.027625702,1015.424943,4494.946537,0.138579473,10.66683784,185.6174178,1370.628411
26.60206039,49.92093446,4.629250205,12.36896941,4.626672075,988.218452,8721.399709,0.798483824,43.32538175,61.96671407,2645.980695
43.10189966,63.86505783,63.15854327,11.25193772,3.50888117,1038.687291,3995.216991,0.903043061,65.28045857,154.2164445,1218.795748
19.12562832,70.93153403,36.9389259,9.251701421,3.53493854,1005.847807,8418.888662,0.307342026,70.56533541,147.0074555,2536.755098
25.23199053,67.55216657,186.307866,1.916907734,3.823035845,1012.260405,8393.570814,0.876926183,42.28829985,274.9724458,2534.844604
18.40420564,52.93505034,133.896201,15.93785929,5.522697287,1005.65598,7731.892173,0.05503518,18.81555509,126.3529712,2322.589762
42.74080855,47.15289703,182.4060513,3.498671255,2.09946483,1038.556877,472.6597586,0.67735654,73.43189612,66.17330095,163.3500457
41.3201806,46.31719367,194.4657421,2.291240868,4.452597718,956.3419568,1564.92522,0.52749321,78.68192746,138.7053157,511.9047838
22.73824883,64.80341579,99.41964874,12.46142791,3.120980811,956.7348707,3215.580908,0.276743296,14.42357367,60.97440145,980.5491931
34.79952138,54.63560485,46.86382161,7.972887225,7.802711051,1020.174024,8490.580088,0.768201095,15.46474646,258.0728319,2587.008315
39.51666601,79.43925736,38.74575724,1.196169507,5.496374956,1026.79639,8745.267875,0.212047281,49.59161323,197.5517244,2644.677972
31.65602435,81.2291389,44.58377234,7.111367099,7.208572813,993.3589418,511.4172141,0.416149487,47.37303142,167.3440516,164.4921885
30.88951735,31.93922646,141.7186615,15.43560705,3.174139921,985.2305208,3314.773076,0.709859336,51.20582604,139.9612599,1020.946616
22.25556873,29.53635561,8.089145625,12.3049841,6.860094196,977.7945066,8518.803626,0.338228981,32.19788302,154.4141886,2580.779445
17.79308303,64.12806482,10.27221461,7.25572046,4.488694768,973.4394886,2571.963165,0.855360186,13.52401513,246.960256,776.418052
41.91647274,41.08580236,121.6285885,3.836095833,3.066168133,1041.195859,9762.432735,0.865427011,50.62458003,95.0036875,2953.946171
42.01254171,21.29995031,128.4114293,12.63591242,6.567471214,979.5139546,4944.107289,0.20253042,20.60118989,67.85969068,1504.916213
33.99304372,82.20498686,133.0525849,17.75110602,6.572066586,1014.80788,9379.395625,0.440389989,33.88813791,190.4312451,2818.32243
25.17089373,35.88305371,74.37610092,12.92545436,7.975327441,1028.709478,4345.381304,0.432012643,50.77144241,264.7265535,1304.564988
25.47628724,85.04964562,161.1889777,16.25807709,6.685623571,952.1966578,3305.609378,0.410045135,24.5940594,190.5591981,1003.705212
36.77867037,70.22041156,106.7249175,10.43055677,2.871603488,953.387415,3687.860735,0.501972138,47.97239215,249.0387583,1136.821955
41.9133078,73.38574429,21.093126,14.35942213,3.935268451,983.3137405,8854.575767,0.074366314,60.03027211,273.1897724,2686.61959
41.61259273,34.10230471,159.4198614,17.92453548,4.710361504,1019.601574,3373.824924,0.870049995,14.60462761,69.22196261,1024.732967
38.39626638,36.39360979,190.6135573,15.46357957,2.759916834,976.0798635,6726.527592,0.289914778,53.36306342,197.2950412,2026.483668
34.26094938,56.48874277,12.0072626,18.19707907,6.728233847,950.148329,4751.442553,0.001812393,45.66040153,258.1892775,1435.171967
17.52419895,32.04698969,78.27026774,8.622792042,5.160191227,978.81479,9422.544768,0.685103933,16.82103691,210.884953,2826.981136
19.84886142,41.38021849,97.50320897,18.0844051,7.666697415,959.0130817,1677.698374,0.650472084,59.44417171,197.8846618,505.9496771
41.95662566,42.50237346,29.29415202,12.43134469,5.535848867,971.9413306,4343.702618,0.983162213,31.76228077,247.0189198,1304.940195
33.19287179,31.17409533,173.5417896,17.40097532,5.137394502,983.3190001,1333.874738,0.719247214,22.76078249,226.8160025,393.359291
15.27591155,34.36279834,56.82992898,0.787530609,2.428550918,962.8057355,5823.579485,0.332706108,29.77187665,175.4057024,1729.599149
18.04414629,75.19862894,156.601708,13.15704764,2.89607543,1020.636473,4088.701994,0.952617552,48.23401909,61.00834763,1220.706712
34.90505307,31.70370982,134.1988964,16.95950158,7.097156461,975.5920232,703.2786016,0.365345799,50.60393874,203.3342743,241.5198054
15.15184752,21.99201743,119.6091645,3.484040673,7.944055867,1016.10948,8513.397287,0.821244686,21.87560533,103.2938058,2599.239828
19.82424154,64.05484598,38.42856974,13.23573867,4.491074815,1009.903285,3817.59635,0.335674069,75.56456968,113.5215934,1176.289157
